HeadTop_X,HeadTop_Y,HeadTop_Z,HeadFront_X,HeadFront_Y,HeadFront_Z,HeadSide_X,HeadSide_Y,HeadSide_Z
501.0,1516.0,275.0,492.0,1375.0,285.0,452.0,1481.0,170.0
500.0,1515.0,275.0,492.0,1374.0,285.0,452.0,1481.0,170.0
500.0,1515.0,275.0,492.0,1373.0,285.0,451.0,1480.0,170.0
500.0,1514.0,275.0,491.0,1373.0,285.0,451.0,1479.0,170.0
500.0,1514.0,275.0,491.0,1372.0,285.0,451.0,1479.0,170.0
500.0,1513.0,275.0,491.0,1372.0,285.0,451.0,1478.0,170.0
499.0,1512.0,274.0,491.0,1371.0,285.0,451.0,1477.0,170.0
499.0,1512.0,274.0,491.0,1371.0,285.0,450.0,1477.0,170.0
499.0,1511.0,274.0,490.0,1370.0,285.0,450.0,1476.0,169.0
499.0,1510.0,274.0,490.0,1369.0,284.0,450.0,1476.0,169.0
498.0,1510.0,274.0,490.0,1369.0,284.0,450.0,1475.0,169.0
498.0,1509.0,274.0,490.0,1368.0,284.0,450.0,1474.0,169.0
498.0,1508.0,274.0,490.0,1368.0,284.0,449.0,1474.0,169.0
498.0,1508.0,274.0,489.0,1367.0,284.0,449.0,1473.0,169.0
498.0,1507.0,274.0,489.0,1367.0,284.0,449.0,1472.0,169.0
497.0,1507.0,273.0,489.0,1366.0,284.0,449.0,1472.0,169.0
497.0,1506.0,273.0,489.0,1365.0,284.0,449.0,1471.0,169.0
497.0,1505.0,273.0,489.0,1365.0,283.0,449.0,1471.0,169.0
497.0,1505.0,273.0,488.0,1364.0,283.0,448.0,1470.0,169.0
497.0,1504.0,273.0,488.0,1364.0,283.0,448.0,1469.0,169.0
496.0,1503.0,273.0,488.0,1363.0,283.0,448.0,1469.0,169.0
496.0,1503.0,273.0,488.0,1363.0,283.0,448.0,1468.0,169.0
496.0,1502.0,273.0,487.0,1362.0,283.0,448.0,1468.0,168.0
496.0,1501.0,273.0,487.0,1361.0,283.0,447.0,1467.0,168.0
496.0,1501.0,272.0,487.0,1361.0,283.0,447.0,1466.0,168.0
495.0,1500.0,272.0,487.0,1360.0,282.0,447.0,1466.0,168.0
495.0,1500.0,272.0,487.0,1360.0,282.0,447.0,1465.0,168.0
470.0,1558.0,733.0,482.0,1429.0,701.0,356.0,1544.0,676.0
470.0,1558.0,733.0,482.0,1429.0,701.0,356.0,1544.0,676.0
470.0,1558.0,733.0,482.0,1429.0,701.0,356.0,1544.0,676.0
470.0,1558.0,733.0,482.0,1429.0,701.0,356.0,1544.0,676.0
470.0,1558.0,733.0,482.0,1429.0,701.0,356.0,1544.0,676.0
476.0,1564.0,657.0,493.0,1422.0,622.0,350.0,1551.0,596.0
474.0,1562.0,654.0,490.0,1421.0,620.0,348.0,1549.0,592.0
472.0,1557.0,647.0,486.0,1418.0,612.0,345.0,1544.0,587.0
470.0,1550.0,633.0,484.0,1414.0,596.0,340.0,1539.0,575.0
460.0,1531.0,619.0,476.0,1405.0,579.0,332.0,1526.0,564.0
447.0,1570.0,613.0,458.0,1434.0,596.0,344.0,1548.0,538.0
445.0,1568.0,613.0,455.0,1434.0,600.0,349.0,1545.0,537.0
448.0,1563.0,616.0,455.0,1431.0,607.0,362.0,1538.0,539.0
448.0,1564.0,610.0,456.0,1429.0,601.0,364.0,1537.0,531.0
442.0,1562.0,611.0,452.0,1429.0,598.0,355.0,1535.0,530.0
434.0,1560.0,629.0,444.0,1432.0,617.0,354.0,1531.0,544.0
436.0,1559.0,630.0,445.0,1429.0,619.0,357.0,1530.0,544.0
440.0,1562.0,625.0,450.0,1428.0,616.0,361.0,1531.0,538.0
436.0,1555.0,632.0,446.0,1425.0,623.0,359.0,1525.0,545.0
431.0,1551.0,640.0,441.0,1423.0,630.0,356.0,1520.0,553.0
430.0,1554.0,642.0,441.0,1423.0,631.0,355.0,1522.0,553.0
430.0,1551.0,645.0,441.0,1421.0,636.0,357.0,1519.0,556.0
431.0,1551.0,646.0,442.0,1420.0,637.0,360.0,1518.0,556.0
431.0,1554.0,644.0,442.0,1419.0,636.0,359.0,1519.0,554.0
427.0,1552.0,649.0,439.0,1417.0,641.0,356.0,1517.0,559.0
424.0,1554.0,649.0,435.0,1419.0,643.0,355.0,1520.0,560.0
419.0,1557.0,646.0,432.0,1422.0,645.0,353.0,1524.0,560.0
418.0,1557.0,647.0,431.0,1422.0,647.0,353.0,1524.0,562.0
415.0,1558.0,648.0,428.0,1423.0,648.0,351.0,1526.0,563.0
412.0,1560.0,649.0,426.0,1425.0,649.0,347.0,1528.0,565.0
409.0,1561.0,653.0,423.0,1426.0,651.0,344.0,1529.0,568.0
406.0,1562.0,656.0,420.0,1427.0,653.0,341.0,1530.0,570.0
404.0,1564.0,657.0,418.0,1429.0,654.0,338.0,1531.0,571.0
402.0,1563.0,662.0,416.0,1429.0,656.0,336.0,1530.0,575.0
401.0,1559.0,667.0,415.0,1428.0,658.0,334.0,1527.0,580.0
399.0,1556.0,672.0,414.0,1426.0,659.0,330.0,1524.0,585.0
395.0,1550.0,679.0,409.0,1425.0,664.0,327.0,1519.0,593.0
391.0,1547.0,685.0,406.0,1424.0,669.0,324.0,1516.0,599.0
387.0,1544.0,688.0,403.0,1422.0,672.0,321.0,1514.0,603.0
384.0,1540.0,691.0,399.0,1419.0,675.0,318.0,1510.0,608.0
379.0,1536.0,694.0,395.0,1417.0,678.0,313.0,1508.0,612.0
373.0,1532.0,696.0,390.0,1414.0,679.0,307.0,1505.0,615.0
368.0,1528.0,698.0,387.0,1411.0,679.0,301.0,1501.0,618.0
364.0,1522.0,699.0,385.0,1407.0,675.0,297.0,1497.0,621.0
360.0,1516.0,699.0,384.0,1402.0,669.0,293.0,1491.0,622.0
357.0,1511.0,697.0,383.0,1397.0,660.0,286.0,1487.0,621.0
352.0,1507.0,692.0,380.0,1394.0,651.0,276.0,1485.0,618.0
348.0,1504.0,687.0,377.0,1391.0,644.0,268.0,1482.0,615.0
343.0,1499.0,681.0,372.0,1387.0,636.0,260.0,1480.0,612.0
338.0,1494.0,675.0,367.0,1383.0,628.0,252.0,1476.0,608.0
331.0,1488.0,669.0,361.0,1380.0,620.0,244.0,1472.0,606.0
322.0,1483.0,666.0,353.0,1377.0,614.0,233.0,1468.0,605.0
313.0,1478.0,664.0,345.0,1374.0,609.0,222.0,1465.0,603.0
304.0,1473.0,662.0,336.0,1371.0,604.0,210.0,1461.0,602.0
293.0,1469.0,660.0,326.0,1369.0,598.0,196.0,1458.0,600.0
280.0,1467.0,657.0,315.0,1368.0,592.0,179.0,1456.0,598.0
255.0,1472.0,654.0,295.0,1376.0,600.0,149.0,1455.0,589.0
238.0,1478.0,651.0,281.0,1381.0,588.0,112.0,1461.0,582.0
219.0,1485.0,651.0,265.0,1389.0,579.0,71.0,1469.0,579.0
179.0,1489.0,658.0,234.0,1400.0,577.0,11.0,1479.0,580.0
-193.0,1243.0,576.0,160.0,1378.0,458.0,-86.0,1583.0,514.0
-478.0,794.0,793.0,5.0,497.0,524.0,-190.0,717.0,-21.0
25.0,187.0,286.0,-88.0,698.0,419.0,-426.0,402.0,-43.0
-106.0,69.0,228.0,-133.0,192.0,23.0,-165.0,146.0,92.0
-232.0,145.0,269.0,-190.0,235.0,137.0,-297.0,132.0,54.0
-49.0,53.0,96.0,-64.0,72.0,7.0,-18.0,8.0,30.0
-77.0,24.0,83.0,-39.0,40.0,33.0,-144.0,15.0,37.0
-6.0,-5.0,-3.0,-14.0,-1.0,-0.0,7.0,0.0,10.0
-115.0,44.0,157.0,-135.0,91.0,113.0,-229.0,65.0,54.0
-45.0,14.0,25.0,-56.0,16.0,47.0,-20.0,26.0,8.0
-8.0,10.0,3.0,-17.0,3.0,4.0,-1.0,7.0,8.0
-3.0,15.0,-6.0,-12.0,-1.0,-2.0,10.0,4.0,5.0
-20.0,15.0,22.0,-23.0,11.0,21.0,-31.0,10.0,7.0
-27.0,9.0,32.0,-33.0,21.0,24.0,-46.0,11.0,15.0
-5.0,1.0,4.0,-7.0,4.0,5.0,-7.0,3.0,4.0
-3.0,1.0,2.0,-4.0,2.0,2.0,-4.0,1.0,2.0
-3.0,2.0,3.0,-4.0,2.0,2.0,-6.0,1.0,2.0
-4.0,2.0,4.0,-4.0,3.0,3.0,-6.0,2.0,2.0
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
-999999000.0,-999998900.0,-999998900.0,-999998850.0,-999998900.0,-999998900.0,-999999000.0,-999999000.0,-999998900.0
-999999000.0,-999998900.0,-999998900.0,-999998850.0,-999998900.0,-999998900.0,-999999000.0,-999999000.0,-999998900.0
-999999000.0,-999998900.0,-999998900.0,-999998850.0,-999998900.0,-999998900.0,-999999000.0,-999999000.0,-999998900.0
-999999000.0,-999998900.0,-999998900.0,-999998850.0,-999998900.0,-999998900.0,-999999000.0,-999999000.0,-999998900.0
-999999000.0,-999998900.0,-999998900.0,-999998850.0,-999998900.0,-999998900.0,-999999000.0,-999999000.0,-999998900.0
-999998850.0,-999998800.0,-999998850.0,-999998700.0,-999998850.0,-999998800.0,-999998850.0,-999998900.0,-999998850.0
-999998850.0,-999998800.0,-999998850.0,-999998700.0,-999998850.0,-999998800.0,-999998850.0,-999998900.0,-999998850.0
-999998850.0,-999998800.0,-999998850.0,-999998700.0,-999998850.0,-999998800.0,-999998800.0,-999998900.0,-999998850.0
-999998800.0,-999998800.0,-999998800.0,-999998700.0,-999998900.0,-999998800.0,-999998800.0,-999998850.0,-999998700.0
-999998800.0,-999998800.0,-999998850.0,-999998800.0,-999998800.0,-999998800.0,-999998850.0,-999998800.0,-999998700.0
-999998850.0,-999998800.0,-999998700.0,-999998700.0,-999998660.0,-999998850.0,-999998800.0,-999998800.0,-999998700.0
-999998700.0,-999998850.0,-999998800.0,-999998800.0,-999998700.0,-999998700.0,-999998800.0,-999998800.0,-999998800.0
-999998700.0,-999998660.0,-999998660.0,-999998700.0,-999998660.0,-999998600.0,-999998800.0,-999998800.0,-999998900.0
-999998600.0,-999998700.0,-999998660.0,-999998700.0,-999998600.0,-999998600.0,-999998660.0,-999998700.0,-999998800.0
-999998700.0,-999998700.0,-999998700.0,-999998700.0,-999998600.0,-999998600.0,-999998660.0,-999998800.0,-999998850.0
-999998600.0,-999998700.0,-999998660.0,-999998700.0,-999998600.0,-999998660.0,-999998660.0,-999998700.0,-999998800.0
-999998600.0,-999998700.0,-999998660.0,-999998600.0,-999998460.0,-999998600.0,-999998600.0,-999998660.0,-999998700.0
-999998600.0,-999998600.0,-999998600.0,-999998600.0,-999998600.0,-999998500.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998600.0,-999998600.0,-999998600.0,-999998500.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998600.0,-999998600.0,-999998600.0,-999998500.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998460.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998460.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998660.0,-999998600.0,-999998600.0,-999998600.0,-999998500.0,-999998660.0,-999998700.0
-999998600.0,-999998600.0,-999998660.0,-999998600.0,-999998600.0,-999998600.0,-999998500.0,-999998660.0,-999998700.0
-999998600.0,-999998600.0,-999998600.0,-999998600.0,-999998600.0,-999998600.0,-999998660.0,-999998660.0,-999998700.0
-999998600.0,-999998600.0,-999998660.0,-999998600.0,-999998600.0,-999998600.0,-999998500.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998600.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998600.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998600.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998600.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998460.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998460.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998460.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998460.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998460.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998660.0,-999998600.0,-999998600.0,-999998600.0,-999998500.0,-999998660.0,-999998700.0
-999998600.0,-999998600.0,-999998660.0,-999998600.0,-999998600.0,-999998600.0,-999998500.0,-999998660.0,-999998700.0
-999998600.0,-999998600.0,-999998600.0,-999998600.0,-999998600.0,-999998600.0,-999998660.0,-999998660.0,-999998700.0
-999998600.0,-999998600.0,-999998660.0,-999998600.0,-999998600.0,-999998600.0,-999998500.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998600.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998600.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998600.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998600.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998460.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998460.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998460.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998460.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998460.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998660.0,-999998600.0,-999998600.0,-999998600.0,-999998500.0,-999998660.0,-999998700.0
-999998600.0,-999998600.0,-999998660.0,-999998600.0,-999998600.0,-999998600.0,-999998500.0,-999998660.0,-999998700.0
-999998600.0,-999998600.0,-999998600.0,-999998600.0,-999998600.0,-999998600.0,-999998660.0,-999998660.0,-999998700.0
-999998600.0,-999998600.0,-999998660.0,-999998600.0,-999998600.0,-999998600.0,-999998500.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998600.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998600.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998600.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998600.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998460.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998460.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998460.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998460.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998460.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998660.0,-999998600.0,-999998600.0,-999998600.0,-999998500.0,-999998660.0,-999998700.0
-999998600.0,-999998600.0,-999998660.0,-999998600.0,-999998600.0,-999998600.0,-999998500.0,-999998660.0,-999998700.0
-999998600.0,-999998600.0,-999998600.0,-999998600.0,-999998600.0,-999998600.0,-999998660.0,-999998660.0,-999998700.0
-999998600.0,-999998600.0,-999998660.0,-999998600.0,-999998600.0,-999998600.0,-999998500.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998600.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998600.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998600.0,-999998660.0,-999998660.0,-999998660.0
-999998600.0,-999998600.0,-999998500.0,-999998600.0,-999998600.0,-999998600.0,-999998660.0,-999998660.0,-999998660.0
-999999000.0,-999999100.0,-999999040.0,-999999000.0,-999999000.0,-999999000.0,-999998850.0,-999998900.0,-999998900.0
-999999000.0,-999999100.0,-999999040.0,-999999000.0,-999999000.0,-999999000.0,-999998850.0,-999998900.0,-999998900.0
-999999000.0,-999999100.0,-999999040.0,-999999000.0,-999999000.0,-999999000.0,-999998850.0,-999998900.0,-999998900.0
-999999000.0,-999999100.0,-999999040.0,-999999000.0,-999999000.0,-999999000.0,-999998850.0,-999998900.0,-999998900.0
-999999000.0,-999999100.0,-999999040.0,-999999000.0,-999999000.0,-999999000.0,-999998850.0,-999998900.0,-999998900.0
-999999000.0,-999999000.0,-999998900.0,-999998900.0,-999998900.0,-999998900.0,-999998900.0,-999998900.0,-999998900.0
-999999000.0,-999999000.0,-999998900.0,-999998900.0,-999999000.0,-999998900.0,-999998850.0,-999998900.0,-999998900.0
-999998850.0,-999999000.0,-999998900.0,-999999000.0,-999999000.0,-999999000.0,-999998850.0,-999998900.0,-999999040.0
-999998850.0,-999999000.0,-999999040.0,-999998900.0,-999999000.0,-999998900.0,-999998850.0,-999998900.0,-999999040.0
-999998850.0,-999999000.0,-999998900.0,-999999000.0,-999998900.0,-999998900.0,-999998850.0,-999998900.0,-999998900.0
-999998850.0,-999998900.0,-999998900.0,-999999000.0,-999998900.0,-999998900.0,-999998850.0,-999998850.0,-999998900.0
-999998850.0,-999999000.0,-999998900.0,-999999000.0,-999999000.0,-999999000.0,-999998850.0,-999998850.0,-999998900.0
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
-425.0,1664.0,-269.0,-379.0,1562.0,-178.0,-375.0,1593.0,-343.0
-425.0,1664.0,-269.0,-379.0,1562.0,-178.0,-375.0,1593.0,-343.0
-425.0,1664.0,-269.0,-379.0,1562.0,-178.0,-375.0,1593.0,-343.0
-425.0,1664.0,-269.0,-379.0,1562.0,-178.0,-375.0,1593.0,-343.0
-425.0,1664.0,-269.0,-379.0,1562.0,-178.0,-375.0,1593.0,-343.0
-373.0,1710.0,-183.0,-310.0,1641.0,-79.0,-320.0,1665.0,-289.0
-364.0,1714.0,-178.0,-303.0,1642.0,-77.0,-312.0,1667.0,-287.0
-339.0,1705.0,-164.0,-287.0,1642.0,-67.0,-297.0,1672.0,-280.0
-315.0,1703.0,-148.0,-273.0,1661.0,-44.0,-284.0,1686.0,-258.0
-310.0,1652.0,-169.0,-252.0,1611.0,-61.0,-263.0,1619.0,-237.0
-253.0,1526.0,-276.0,-254.0,1405.0,-258.0,-205.0,1388.0,-268.0
-242.0,1481.0,-265.0,-275.0,1442.0,-295.0,-226.0,1383.0,-351.0
-231.0,1432.0,-265.0,-260.0,1395.0,-303.0,-203.0,1339.0,-376.0
-220.0,1506.0,-186.0,-224.0,1396.0,-158.0,-210.0,1430.0,-320.0
-200.0,1561.0,-160.0,-145.0,1407.0,-142.0,-163.0,1423.0,-322.0
-275.0,1452.0,-289.0,-307.0,1345.0,-245.0,-240.0,1417.0,-251.0
-290.0,1365.0,-280.0,-302.0,1282.0,-237.0,-244.0,1377.0,-222.0
-363.0,1326.0,-315.0,-349.0,1278.0,-246.0,-306.0,1336.0,-214.0
-293.0,1369.0,-257.0,-247.0,1242.0,-202.0,-235.0,1275.0,-255.0
-305.0,1329.0,-292.0,-317.0,1220.0,-248.0,-283.0,1228.0,-283.0
-342.0,1345.0,-245.0,-336.0,1287.0,-180.0,-305.0,1348.0,-236.0
-329.0,1312.0,-218.0,-332.0,1259.0,-149.0,-306.0,1308.0,-258.0
-354.0,1326.0,-225.0,-359.0,1242.0,-156.0,-326.0,1309.0,-240.0
-326.0,1300.0,-217.0,-317.0,1201.0,-144.0,-279.0,1267.0,-228.0
-346.0,1251.0,-216.0,-368.0,1207.0,-132.0,-331.0,1255.0,-237.0
-345.0,1366.0,-152.0,-276.0,1336.0,-58.0,-300.0,1341.0,-230.0
-349.0,1336.0,-155.0,-274.0,1309.0,-62.0,-294.0,1314.0,-226.0
-328.0,1353.0,-145.0,-266.0,1318.0,-49.0,-281.0,1329.0,-220.0
-309.0,1362.0,-134.0,-251.0,1308.0,-44.0,-264.0,1330.0,-219.0
-278.0,1624.0,151.0,-208.0,1520.0,201.0,-261.0,1567.0,22.0
-278.0,1624.0,151.0,-208.0,1520.0,201.0,-261.0,1567.0,22.0
-278.0,1624.0,151.0,-208.0,1520.0,201.0,-261.0,1567.0,22.0
-278.0,1624.0,151.0,-208.0,1520.0,201.0,-261.0,1567.0,22.0
-278.0,1624.0,151.0,-208.0,1520.0,201.0,-261.0,1567.0,22.0
-167.0,1530.0,137.0,-104.0,1447.0,190.0,-185.0,1481.0,30.0
-157.0,1525.0,138.0,-92.0,1435.0,187.0,-174.0,1476.0,32.0
-149.0,1509.0,141.0,-83.0,1420.0,183.0,-169.0,1451.0,34.0
-131.0,1492.0,148.0,-66.0,1397.0,186.0,-142.0,1430.0,46.0
-90.0,1473.0,162.0,-24.0,1386.0,206.0,-106.0,1411.0,70.0
-56.0,1440.0,156.0,8.0,1352.0,188.0,-71.0,1372.0,79.0
-49.0,1432.0,161.0,20.0,1354.0,189.0,-63.0,1363.0,86.0
-37.0,1422.0,163.0,30.0,1342.0,187.0,-48.0,1352.0,88.0
-20.0,1409.0,168.0,44.0,1328.0,191.0,-29.0,1342.0,97.0
-7.0,1398.0,171.0,58.0,1318.0,190.0,-19.0,1332.0,100.0
-5.0,1387.0,169.0,56.0,1306.0,181.0,-14.0,1316.0,106.0
-2.0,1392.0,165.0,67.0,1317.0,181.0,-12.0,1323.0,93.0
25.0,1415.0,152.0,83.0,1345.0,182.0,22.0,1342.0,84.0
61.0,1446.0,169.0,120.0,1353.0,194.0,60.0,1362.0,103.0
71.0,1451.0,173.0,130.0,1357.0,200.0,72.0,1369.0,106.0
80.0,1456.0,178.0,141.0,1360.0,206.0,84.0,1375.0,107.0
98.0,1472.0,183.0,157.0,1372.0,216.0,105.0,1392.0,109.0
125.0,1497.0,197.0,182.0,1391.0,234.0,139.0,1417.0,117.0
147.0,1451.0,213.0,193.0,1358.0,231.0,137.0,1376.0,155.0
157.0,1454.0,219.0,205.0,1361.0,240.0,149.0,1384.0,157.0
173.0,1455.0,227.0,221.0,1363.0,251.0,166.0,1387.0,161.0
187.0,1457.0,234.0,236.0,1361.0,261.0,182.0,1389.0,167.0
204.0,1451.0,244.0,253.0,1356.0,270.0,197.0,1386.0,175.0
214.0,1432.0,250.0,264.0,1344.0,270.0,202.0,1374.0,179.0
225.0,1430.0,254.0,273.0,1342.0,275.0,213.0,1374.0,185.0
238.0,1426.0,260.0,285.0,1338.0,281.0,225.0,1372.0,190.0
251.0,1420.0,266.0,296.0,1332.0,286.0,236.0,1369.0,193.0
262.0,1414.0,274.0,308.0,1323.0,291.0,245.0,1365.0,198.0
265.0,1416.0,288.0,319.0,1306.0,295.0,242.0,1355.0,211.0
278.0,1412.0,295.0,330.0,1301.0,299.0,251.0,1353.0,215.0
289.0,1407.0,299.0,339.0,1295.0,302.0,260.0,1350.0,218.0
300.0,1400.0,303.0,345.0,1291.0,302.0,268.0,1346.0,222.0
306.0,1394.0,306.0,349.0,1284.0,302.0,271.0,1342.0,226.0
324.0,1391.0,319.0,362.0,1281.0,314.0,283.0,1349.0,234.0
